Name	sample1	sample2	sample3	sample4	sample5	sample6
K02997	0	0	1	2	2	0
K02998	0	0	1	0	0	0
K02999	1	1	2	2	0	0
K03000	0	0	1	0	0	0
K03002	2	0	0	0	1	2
K03006	4	0	2	3	0	2
K03010	3	0	0	3	1	2
K03012	0	0	0	0	1	0
K03013	0	0	0	0	0	2
K03018	3	0	2	2	1	1
K03021	1	1	0	4	0	1
K03023	0	0	0	0	0	1
K03025	1	0	0	0	0	0
K03027	0	0	0	2	0	0
K03028	0	1	0	1	0	2
K03030	2	0	0	1	0	0
K03031	1	0	0	0	0	0
K03032	0	0	2	1	1	1
K03033	0	1	0	0	0	0
K03036	0	0	1	0	0	0
K03037	0	0	0	0	1	0
K03040	4	3	1	6	1	1
K03041	1	0	0	2	1	1
K03042	1	0	0	1	1	1
K03043	31	20	4	23	14	17
K03046	29	13	10	22	16	22
K03060	0	0	0	1	1	0
K03061	2	0	1	1	1	0
K03062	2	2	0	0	2	2
K03063	2	0	0	0	1	1
K03064	3	1	1	3	1	1
K03065	0	1	1	0	0	1
K03066	1	1	1	1	1	1
K03068	0	0	1	0	1	2
K03070	21	9	5	12	13	14
K03071	1	0	0	1	0	1
K03072	3	6	2	4	1	3
K03073	1	3	0	1	0	1
K03074	0	5	0	1	1	2
K03075	0	1	0	0	0	0
K03076	4	5	4	2	2	3
K03082	0	0	0	1	0	0
K03083	0	0	1	4	1	0
K03086	14	6	2	9	3	8
K03087	2	2	0	3	0	2
K03088	6	7	11	9	3	8
K03089	6	1	0	5	2	1
K03090	0	0	1	0	1	0
K03092	4	1	0	4	0	4
K03093	2	0	1	1	0	0
K03094	0	0	2	0	0	0
K03097	2	0	0	1	0	1
K03098	0	0	0	2	1	0
K03100	3	5	1	2	2	1
K03101	1	1	1	1	2	2
K03106	7	3	1	7	3	7
K03107	0	0	1	0	0	0
K03110	4	4	3	7	1	1
K03111	2	2	1	1	2	7
K03113	2	1	1	2	2	1
K03116	1	1	2	2	0	1
K03117	0	0	0	1	1	0
K03118	3	0	2	1	2	2
K03119	3	1	0	0	0	2
K03120	0	0	0	1	0	0
K03122	0	0	0	0	1	1
K03124	1	0	0	2	0	0
K03125	0	2	1	0	0	1
K03132	0	1	0	0	0	0
K03138	1	0	0	0	0	0
K03139	0	0	0	1	0	0
K03141	0	0	1	0	0	0
K03142	1	0	0	1	0	0
K03143	0	0	0	1	0	0
K03147	3	3	1	2	0	0
K03148	0	0	0	0	1	1
K03149	3	1	3	5	3	5
K03150	1	0	0	2	0	1
K03152	1	0	0	0	1	0
K03153	1	1	0	0	1	0
K03163	1	0	0	0	3	0
K03164	2	0	2	4	0	0
K03165	0	0	1	4	1	0
K03166	0	1	0	0	0	0
K03167	1	0	0	1	0	0
K03168	10	13	3	11	6	5
K03169	0	1	1	2	4	2
K03177	1	2	2	3	1	1
K03178	0	0	0	3	0	2
K03179	3	3	2	4	2	2
K03182	3	2	1	2	1	2
K03183	4	2	0	3	2	5
K03185	2	2	0	3	0	2
K03186	0	0	0	1	2	0
K03187	1	1	0	0	0	0
K03188	0	2	0	0	0	0
K03189	0	2	0	1	1	0
K03190	1	0	0	0	0	0
K03192	1	0	0	1	0	0
K03195	0	0	0	3	0	3
K03196	0	0	2	2	0	1
K03198	1	0	0	0	0	0
K03199	2	1	0	0	0	1
K03200	0	1	0	0	0	0
K03201	0	0	0	1	0	0
K03203	0	1	0	0	0	0
K03204	0	0	0	1	0	1
K03205	0	1	0	1	0	0
K03210	1	1	0	1	0	1
K03212	0	0	1	0	0	0
K03215	0	0	1	1	1	0
K03216	2	0	1	1	0	0
K03217	7	3	2	3	3	5
K03218	4	2	0	4	3	1
K03224	0	1	0	0	1	0
K03226	0	0	0	0	1	0
K03227	0	0	0	1	0	0
K03230	1	0	0	3	0	1
K03231	4	1	0	2	1	4
K03232	0	0	0	2	0	0
K03234	2	1	1	5	2	0
K03235	2	0	1	1	1	1
K03236	0	0	0	0	0	1
K03237	0	0	1	0	0	0
K03239	1	2	1	1	0	1
K03240	1	0	0	0	0	0
K03243	0	0	1	0	0	1
K03246	1	0	0	0	0	0
K03248	1	0	0	0	0	0
K03251	2	3	0	1	0	0
K03252	1	0	0	2	0	0
K03253	1	0	0	0	1	0
K03255	0	0	0	1	0	0
K03256	0	0	0	1	0	0
K03257	1	1	0	0	1	0
K03259	0	0	0	1	0	0
K03260	0	0	0	0	0	1
K03262	0	0	0	2	0	0
K03264	0	0	0	0	0	2
K03265	0	2	1	2	1	0
K03267	1	0	0	0	0	0
K03269	0	1	0	3	1	1
K03270	1	1	0	0	1	0
K03271	2	3	0	0	0	1
K03272	2	3	0	0	0	0
K03273	0	0	0	1	0	0
K03274	0	5	1	1	0	1
K03281	2	1	2	0	0	1
K03282	4	1	0	1	0	0
K03283	16	11	8	19	7	8
K03284	0	0	0	1	0	2
K03286	3	1	0	0	0	3
K03287	3	0	0	0	0	0
K03292	0	2	1	0	0	2
K03293	0	1	0	0	0	0
K03294	1	1	0	0	0	0
K03295	2	1	0	2	0	1
K03296	11	10	4	12	3	4
K03297	0	0	0	1	0	0
K03299	3	1	1	0	0	0
K03301	0	0	0	0	1	0
K03303	2	0	0	1	0	1
K03305	3	3	3	4	2	3
K03306	2	3	0	0	3	1
K03307	5	4	2	8	1	7
K03308	3	3	0	2	0	2
K03309	0	2	1	0	1	1
K03310	4	4	3	5	2	7
K03311	1	0	0	0	0	0
K03312	0	1	0	1	0	0
K03313	2	3	0	1	0	1
K03314	1	2	0	0	0	1
K03315	1	0	0	2	4	1
K03316	0	0	0	2	2	2
K03317	5	0	1	6	2	3
K03319	1	0	0	0	0	0
K03320	3	1	2	7	1	3
K03321	1	3	0	2	0	3
K03324	1	0	0	0	0	0
K03325	2	3	1	1	0	1
K03327	1	1	0	3	2	2
K03331	0	0	2	0	0	0
K03333	1	0	0	0	0	0
K03335	1	0	0	3	0	0
K03336	3	1	0	1	1	0
K03337	1	5	0	1	2	2
K03338	2	1	1	1	1	1
K03341	0	1	0	1	0	0
K03342	0	0	1	0	0	0
K03347	0	0	3	3	0	0
K03349	0	2	0	1	0	0
K03350	0	0	0	1	0	0
K03351	0	0	0	0	1	0
K03353	1	1	0	0	0	0
K03354	0	2	0	0	0	0
K03355	0	1	1	1	0	1
K03357	0	0	0	1	0	0
K03363	0	3	0	2	1	0
K03364	3	3	0	5	0	0
K03379	3	3	0	2	1	1
K03380	1	2	0	0	0	0
K03381	1	0	0	0	0	1
K03382	2	1	2	2	0	0
K03386	5	2	0	10	2	3
K03387	1	0	0	0	0	0
K03388	1	0	0	0	0	0
K03389	0	1	0	0	0	0
K03391	1	0	0	1	0	0
K03392	1	3	1	4	0	1
K03394	0	2	0	0	0	1
K03403	5	3	1	4	1	1
K03404	7	4	3	2	1	2
K03405	4	5	3	9	1	6
K03406	6	2	1	1	1	3
K03407	3	2	0	2	1	1
K03408	0	0	0	0	1	0
K03409	0	0	1	0	0	1
K03411	0	0	0	0	1	0
K03412	1	1	0	0	0	1
K03413	1	0	0	0	0	0
K03415	0	0	0	0	0	1
K03416	0	0	0	1	0	0
K03417	0	0	0	2	0	3
K03420	0	1	1	1	1	1
K03423	2	1	1	1	1	0
K03424	4	0	1	1	1	2
K03426	1	1	0	1	1	0
K03427	14	7	1	8	9	10
K03428	0	0	1	0	0	0
K03430	1	1	1	0	1	1
K03431	6	3	0	3	0	2
K03432	0	0	0	0	1	0
K03435	0	0	0	1	0	0
K03436	0	1	0	0	0	0
K03437	3	1	1	2	0	3
K03438	2	3	2	3	2	5
K03439	2	3	1	3	2	6
K03442	1	3	2	7	1	7
K03446	1	0	0	0	0	0
K03450	0	0	0	1	0	1
K03451	0	0	0	2	0	0
K03453	0	0	1	1	0	0
K03454	2	1	1	1	0	0
K03455	4	4	2	1	1	1
K03456	3	0	0	2	2	0
K03457	0	1	1	1	0	2
K03458	0	1	0	4	0	2
K03462	0	1	0	0	0	2
K03465	1	2	0	1	0	1
K03466	14	6	3	5	3	9
K03469	3	0	1	3	1	7
K03470	3	2	2	2	3	2
K03471	1	0	0	0	0	1
K03472	0	1	0	0	0	1
K03473	0	0	0	1	0	1
K03474	6	1	0	1	2	1
K03477	1	1	0	1	0	0
K03495	5	9	2	12	9	11
K03496	8	8	3	6	4	13
K03497	4	5	2	6	4	5
K03498	5	3	1	6	1	2
K03499	3	5	1	3	2	1
K03500	1	2	0	1	2	3
K03501	2	1	2	1	1	0
K03502	1	0	0	0	1	0
K03503	1	0	0	0	1	0
K03509	0	2	0	0	0	0
K03511	0	1	1	0	0	1
K03515	0	1	0	1	1	1
K03517	1	6	2	2	1	2
K03518	4	2	1	1	1	0
K03519	0	3	1	3	0	2
K03520	1	8	2	4	0	4
K03521	4	0	1	4	2	3
K03522	2	4	1	4	3	2
K03524	1	2	0	0	2	0
K03525	0	2	0	6	1	2
K03526	2	5	3	2	2	9
K03527	6	4	2	4	0	1
K03529	11	6	3	9	1	10
K03530	1	2	0	1	2	2
K03531	9	3	2	4	3	3
K03534	1	1	0	1	0	2
K03536	1	0	0	0	0	1
K03543	1	0	0	0	0	0
K03544	3	8	2	9	4	6
K03545	1	3	0	4	0	0
K03546	0	1	1	2	0	0
K03548	0	0	0	2	0	0
K03549	0	0	0	1	0	0
K03550	6	0	1	3	0	1
K03551	9	3	0	6	0	3
K03553	5	8	0	4	2	4
K03555	7	6	6	5	6	9
K03556	0	1	0	0	0	0
K03557	1	0	0	0	0	0
K03558	1	2	0	0	0	2
K03559	3	1	0	0	0	2
K03560	0	0	0	1	0	0
K03561	7	6	1	7	1	3
K03562	5	0	1	2	1	1
K03563	0	1	0	0	1	1
K03564	3	4	0	4	1	1
K03565	0	0	1	0	0	0
K03566	1	1	1	0	1	1
K03568	4	2	3	9	1	1
K03569	6	5	1	4	3	6
K03570	1	5	0	1	0	1
K03571	0	0	0	0	0	1
K03572	7	3	0	5	2	4
K03574	4	1	0	5	1	1
K03575	2	4	1	2	1	2
K03578	5	2	3	3	0	2
K03579	0	1	0	2	1	1
K03580	0	1	0	2	1	0
K03581	2	2	0	3	0	0
K03582	1	0	0	1	0	0
K03583	1	0	0	0	0	0
K03584	1	2	0	2	0	0
K03587	5	0	0	2	2	4
K03588	4	2	3	3	0	3
K03590	4	1	1	5	3	2
K03592	0	0	0	1	0	2
K03593	5	6	3	5	0	5
K03594	1	2	1	0	0	0
K03595	3	4	0	2	2	4
K03596	12	7	2	12	6	11
K03597	0	0	0	0	0	1
K03599	0	0	0	1	0	0
K03600	1	0	0	0	0	1
K03601	7	3	0	5	5	3
K03606	1	3	0	0	0	0
K03609	1	2	0	1	1	0
K03612	0	1	0	0	0	0
K03613	1	0	0	0	0	0
K03614	0	1	0	0	0	1
K03615	1	0	0	0	0	1
K03617	0	1	0	1	0	1
K03620	0	0	0	1	0	0
K03621	1	3	0	2	1	0
K03624	0	2	0	1	0	2
K03625	1	4	2	2	1	3
K03626	0	1	0	0	0	0
K03628	4	7	0	5	5	6
K03629	3	1	1	3	0	4
K03630	1	3	1	4	2	4
K03631	3	2	1	3	2	5
K03633	0	1	0	0	0	0
K03635	0	0	1	1	0	1
K03636	0	0	0	2	0	1
K03637	2	0	1	1	1	3
K03638	0	2	1	2	0	0
K03639	6	4	2	3	1	4
K03640	0	0	0	0	0	2
K03641	1	0	0	5	0	3
K03642	1	0	0	0	1	0
K03644	2	6	5	6	2	2
K03648	0	0	3	0	0	3
K03649	0	0	0	0	1	0
K03650	4	7	0	0	2	1
K03654	9	7	2	9	9	6
K03655	13	2	3	6	1	6
K03656	0	2	3	3	0	3
K03657	12	9	6	9	7	10
K03660	1	0	0	1	0	0
K03664	4	0	0	8	0	1
K03665	5	2	1	1	4	5
K03666	0	0	0	1	0	0
K03667	5	5	1	3	2	2
K03669	1	2	0	2	0	0
K03671	3	1	1	2	0	1
K03672	0	1	0	0	0	0
K03673	0	0	0	0	0	1
K03676	0	0	0	0	0	1
K03677	1	1	0	4	0	2
K03679	0	0	0	1	0	0
K03683	0	0	1	0	0	0
K03684	2	3	1	1	1	1
K03685	4	4	0	4	1	1
K03686	10	10	2	9	3	10
K03687	1	0	0	4	0	2
K03688	1	2	1	6	2	3
K03692	0	1	0	2	0	1
K03694	6	2	2	5	4	5
K03695	26	12	12	21	9	17
K03696	19	8	11	21	8	12
K03697	2	1	0	3	0	1
K03699	0	1	0	1	0	0
K03701	20	10	9	24	10	9
K03702	12	5	1	7	5	1
K03703	9	8	4	9	2	2
K03704	3	7	2	2	1	0
K03705	2	2	2	1	3	2
K03709	0	0	2	0	0	0
K03710	1	0	0	2	0	0
K03711	3	3	0	0	4	3
K03712	0	0	0	2	0	0
K03715	2	0	1	0	0	0
K03717	2	2	0	0	0	1
K03718	1	1	0	0	0	1
K03719	3	3	1	5	2	1
K03721	0	2	0	0	0	0
K03722	2	2	0	0	1	3
K03723	5	6	2	7	6	3
K03724	4	6	0	5	2	1
K03727	0	1	0	0	0	0
K03732	1	1	0	2	0	0
K03733	3	3	1	4	2	1
K03734	0	1	1	0	0	0
K03735	1	0	0	0	0	0
K03736	0	0	0	1	0	0
K03737	3	0	0	3	0	0
K03738	0	0	0	1	0	2
K03741	1	1	1	2	0	0
K03742	3	2	1	2	2	3
K03744	4	2	0	1	0	1
K03745	0	2	0	0	0	0
K03746	0	1	0	1	0	0
K03749	0	1	0	0	0	0
K03750	1	3	1	0	2	0
K03752	0	1	1	0	0	0
K03753	0	1	0	0	1	0
K03760	0	0	0	1	0	0
K03762	0	0	0	0	1	0
K03763	1	0	0	0	0	0
K03764	0	0	0	0	1	0
K03767	1	3	2	8	2	4
K03768	0	3	2	7	1	3
K03769	0	0	0	1	0	2
K03770	1	0	2	2	0	1
K03771	0	1	0	2	0	0
K03772	1	3	1	7	0	2
K03773	0	2	1	4	0	3
K03774	0	0	0	1	0	0
K03775	0	1	0	0	0	0
K03776	2	0	0	0	0	1
K03777	0	0	1	0	0	0
K03778	1	0	0	0	0	0
K03779	0	0	1	0	0	1
K03780	1	0	0	1	0	1
K03781	0	2	0	0	0	1
K03782	6	7	5	9	4	8
K03783	0	1	3	1	1	2
K03784	0	0	0	1	0	4
K03786	0	3	0	3	1	0
K03787	4	0	0	2	1	2
K03789	1	1	0	0	0	0
K03790	0	0	0	0	0	1
K03793	0	0	0	0	0	1
K03795	0	0	2	2	0	1
K03797	13	7	8	5	3	8
K03798	24	9	12	14	11	21
K03799	5	0	0	0	1	2
K03800	0	0	0	0	0	1
K03801	2	2	0	1	1	4
K03802	7	2	1	2	1	5
K03806	1	0	1	0	0	0
K03808	1	0	1	0	1	0
K03809	1	0	2	2	0	0
K03810	0	0	2	0	0	0
K03811	0	0	0	1	0	0
K03814	1	2	0	0	0	1
K03818	0	0	0	0	0	1
K03820	3	0	0	3	0	0
K03821	0	1	0	2	0	3
K03823	0	1	0	1	0	0
K03824	1	0	0	0	0	0
K03827	0	1	0	0	0	0
K03828	0	0	0	1	0	0
K03829	1	0	0	0	0	0
K03831	1	0	0	0	0	0
K03832	0	0	1	2	1	1
K03833	0	1	0	1	0	1
K03834	0	1	0	3	1	1
K03839	0	0	1	0	0	0
K03840	0	0	1	0	0	0
K03841	2	2	2	1	2	5
K03842	0	0	0	0	0	1
K03843	0	0	0	1	0	0
K03844	0	0	0	0	1	0
K03846	1	1	0	0	0	0
K03849	0	0	0	1	0	0
K03851	2	2	0	1	1	1
K03852	2	3	3	2	3	1
K03856	2	1	0	0	1	1
K03862	1	0	0	1	0	0
K03869	0	1	2	0	0	0
K03870	0	3	3	0	2	0
K03878	4	3	5	1	4	4
K03880	0	0	0	2	1	1
K03881	2	1	0	2	1	3
K03882	0	0	0	0	1	1
K03883	6	0	4	3	5	3
K03884	0	0	0	0	2	0
K03885	2	4	4	2	2	4
K03887	0	0	0	0	0	1
K03889	1	0	0	0	0	0
K03892	1	0	0	1	0	3
K03904	0	1	0	0	0	0
K03910	0	0	0	1	0	0
K03917	0	2	0	0	0	0
K03919	1	0	1	0	0	0
K03921	1	0	0	0	1	0
K03924	6	7	3	11	10	4
K03925	0	0	1	0	0	2
K03927	2	4	1	2	1	2
K03932	0	0	0	0	1	0
K03933	1	1	0	0	1	0
K03934	9	3	2	3	1	0
K03935	9	2	3	7	5	3
K03936	3	0	2	0	0	1
K03940	1	1	2	2	0	0
K03941	1	1	0	0	0	3
K03942	3	1	0	2	2	2
K03943	0	0	1	1	0	1
K03969	2	1	1	2	0	1
K03972	0	1	0	0	0	0
K03974	0	0	0	1	0	0
K03975	2	0	0	1	0	0
K03976	0	0	0	1	1	0
K03977	7	3	0	4	2	4
K03978	2	1	0	2	2	3
K03979	10	5	1	3	0	2
K03980	5	3	1	6	2	3
K03981	0	0	0	0	0	1
K03992	0	0	0	1	0	0
K04014	1	0	0	0	0	0
K04016	0	0	1	1	0	0
K04020	1	0	1	0	0	0
K04027	1	0	0	0	0	0
K04028	1	0	0	0	0	0
K04035	1	0	0	1	1	0
K04037	3	1	1	1	0	2
K04038	5	0	0	1	0	2
K04039	3	1	0	1	4	0
K04040	3	0	0	0	0	0
K04041	0	0	0	1	0	0
K04042	1	4	0	5	0	4
K04043	24	12	6	26	11	17
K04044	0	2	0	2	1	0
K04046	1	0	0	2	0	0
K04047	2	0	1	0	1	0
K04066	7	2	4	3	4	7
K04068	0	0	0	0	0	1
K04069	2	0	0	2	0	0
K04072	0	0	0	0	0	2
K04073	0	1	0	0	1	2
K04075	0	1	0	2	0	0
K04077	15	11	5	14	8	13
K04078	3	1	3	1	0	0
K04079	13	12	3	7	1	10
K04080	1	0	0	0	0	0
K04083	1	2	0	0	0	3
K04084	0	1	0	0	0	3
K04085	0	0	1	0	0	0
K04087	1	5	0	2	0	1
K04088	2	4	0	0	1	0
K04090	6	1	2	3	2	0
K04091	2	2	0	3	1	1
K04092	1	0	0	0	0	0
K04094	1	1	1	0	2	4
K04095	0	0	0	1	0	0
K04096	0	0	0	0	0	2
K04097	0	1	0	0	0	0
K04099	0	0	1	1	0	0
K04100	0	1	0	0	0	0
K04101	0	0	1	1	0	0
K04105	2	0	2	1	1	1
K04110	0	0	2	0	0	1
K04116	0	0	0	1	0	0
K04117	1	0	0	0	0	0
K04118	0	0	0	3	0	0
K04127	1	1	0	0	1	0
K04134	0	0	0	1	0	0
K04137	0	0	0	1	0	0
K04153	0	0	0	2	0	0
K04157	0	0	0	1	0	0
K04163	1	0	0	0	0	0
K04165	0	0	0	1	0	1
K04180	0	1	0	2	0	0
K04196	0	0	0	0	1	0
K04218	0	0	1	0	0	0
K04221	0	0	1	0	0	0
K04228	1	1	1	0	0	1
K04237	0	0	1	1	2	0
K04255	0	0	0	1	0	0
K04257	0	0	0	0	0	1
K04306	0	0	0	0	0	1
K04344	0	1	0	2	0	0
K04345	1	0	2	2	0	1
K04348	0	0	0	5	0	1
K04351	0	0	0	1	0	0
K04352	0	0	0	2	1	0
K04353	0	1	0	0	0	0
K04354	0	0	0	0	2	0
K04361	0	0	1	1	0	0
K04362	1	0	1	1	1	0
K04363	0	1	0	0	1	0
K04365	1	0	0	0	0	0
K04371	1	1	2	0	2	0
K04372	0	1	0	0	0	0
K04373	0	1	0	1	0	1
K04382	2	2	0	2	0	2
K04392	0	0	0	0	1	0
K04398	0	0	1	0	1	1
K04405	1	0	0	0	0	0
K04409	0	0	0	0	2	0
K04410	0	0	0	0	1	0
K04417	0	0	0	1	0	0
K04418	0	0	0	1	0	0
K04419	0	0	0	1	0	0
K04424	0	1	0	0	0	0
K04427	0	1	0	1	0	0
K04429	0	3	0	0	0	0
K04436	0	1	0	0	0	0
K04437	0	1	0	3	1	0
K04440	3	1	4	0	2	4
K04441	1	1	2	0	2	1
K04456	0	0	1	1	0	0
K04460	1	0	1	1	0	1
K04461	0	0	0	1	0	0
K04464	0	1	1	0	0	0
K04468	0	0	2	0	0	0
K04482	0	1	0	0	0	0
K04483	0	1	0	0	0	0
K04485	8	6	1	2	0	6
K04486	0	0	0	0	1	0
K04487	6	1	0	1	1	8
K04488	0	1	0	1	1	0
K04494	0	1	1	2	0	0
K04498	0	3	2	1	0	0
K04499	0	0	0	4	0	0
K04500	0	1	0	0	0	0
K04501	2	0	1	0	0	0
K04505	0	0	0	2	0	0
K04507	0	1	0	1	0	0
K04508	0	1	0	0	0	0
K04509	0	0	0	0	0	1
K04510	0	1	0	1	0	0
K04511	0	1	0	0	0	0
K04512	0	0	1	0	1	0
K04513	0	0	0	0	2	0
K04514	0	1	0	0	0	0
K04515	0	1	0	0	0	1
K04516	2	3	3	1	0	2
K04517	3	2	1	3	1	3
K04518	1	0	1	1	2	1
K04520	1	0	0	0	0	0
K04522	0	0	0	1	0	0
K04527	0	0	0	1	1	0
K04532	0	0	0	1	0	0
K04533	0	0	1	1	0	0
K04536	1	0	2	0	0	0
K04537	1	0	2	0	0	0
K04538	1	0	2	0	0	0
K04539	0	0	1	0	1	0
K04550	0	2	0	0	0	0
K04551	0	0	0	1	1	3
K04560	0	0	0	1	0	0
K04561	0	1	0	1	1	0
K04562	0	1	0	1	0	0
K04563	1	1	1	1	1	0
K04564	5	1	0	6	4	0
K04565	0	1	0	1	0	0
K04566	3	2	2	5	1	4
K04567	9	5	4	8	3	7
K04568	0	1	0	0	0	0
K04586	0	0	0	1	2	0
K04600	0	1	0	0	0	0
K04601	0	0	0	0	0	1
K04604	0	1	0	0	0	0
K04605	1	1	0	0	0	0
K04607	0	1	0	0	0	1
K04608	0	1	0	1	0	1
K04611	0	1	0	1	0	1
K04615	0	0	2	2	0	0
K04634	0	0	1	0	0	0
K04635	0	0	1	0	0	0
K04636	0	0	1	0	0	0
K04646	1	1	0	2	0	3
K04648	2	2	0	1	1	0
K04649	2	0	0	2	0	0
K04651	0	0	0	1	0	0
K04652	0	0	0	1	0	0
K04654	0	2	0	1	0	0
K04655	0	0	0	1	0	0
K04659	0	0	0	1	0	0
K04674	0	0	0	1	0	0
K04675	0	0	0	1	0	0
K04676	0	1	0	0	0	0
K04677	0	0	0	0	1	0
K04678	0	0	0	0	0	1
K04682	1	0	0	2	0	1
K04683	0	0	1	1	0	0
K04688	0	1	0	2	0	0
K04691	0	1	0	1	0	1
K04711	0	0	0	1	0	0
K04712	1	0	1	1	1	1
K04714	1	0	0	0	0	0
K04719	0	1	0	2	0	0
K04725	0	0	0	1	0	0
K04739	0	0	0	1	0	1
K04740	0	0	1	0	0	0
K04744	1	0	0	0	1	1
K04748	1	0	0	0	0	0
K04751	4	2	0	1	3	2
K04752	4	2	0	1	1	2
K04754	0	0	0	1	1	0
K04755	1	2	0	3	0	2
K04758	1	0	0	0	0	0
K04759	8	5	4	1	1	5
K04760	0	0	0	1	1	0
K04761	4	0	0	1	0	0
K04762	0	0	0	0	1	1
K04763	5	3	1	7	2	4
K04764	1	0	0	2	1	0
K04768	0	0	0	3	0	0
K04770	0	0	0	0	0	1
K04771	0	0	0	2	0	0
K04772	0	1	0	2	0	0
K04773	2	0	0	1	1	3
K04774	1	0	0	0	0	0
K04786	1	0	0	0	0	0
K04795	1	0	0	0	0	0
K04797	0	0	0	0	1	0
K04799	1	0	0	0	0	0
K04801	0	1	0	0	1	0
K04802	1	1	0	0	0	0
K04804	0	1	1	0	0	0
K04806	0	1	1	0	0	0
K04807	0	0	1	0	0	0
K04808	0	1	0	0	0	0
K04814	0	0	1	0	0	0
K04819	1	1	0	1	0	0
K04829	3	7	8	6	3	6
K04834	1	0	0	0	0	0
K04837	0	0	1	0	0	0
K04838	1	0	0	0	0	0
K04840	0	1	0	0	0	0
K04849	0	1	0	2	0	0
K04850	0	1	0	1	0	0
K04851	0	1	0	1	0	0
K04852	0	1	0	1	0	0
K04853	0	1	0	1	0	0
K04857	0	1	0	1	0	0
K04875	0	0	0	1	0	0
K04876	0	0	0	1	0	0
K04877	0	0	0	1	0	0
K04879	0	0	0	1	0	0
K04880	0	0	0	1	0	0
K04882	1	0	0	0	0	0
K04883	1	0	0	0	0	0
K04884	1	0	0	0	0	0
K04885	0	2	1	1	0	1
K04886	0	2	1	1	0	1
K04904	0	0	0	1	0	0
K04905	0	0	0	1	0	0
K04908	0	0	0	1	0	0
K04909	0	0	0	1	0	0
K04910	0	0	0	1	0	0
K04912	0	0	1	0	0	0
K04917	0	0	1	0	0	0
K04930	0	0	0	1	0	0
K04936	0	0	0	2	0	0
K04942	1	0	0	0	0	0
K04944	1	0	0	0	0	0
K04946	0	0	0	1	0	0
K04947	0	0	0	1	0	0
K04949	0	0	0	1	0	0
K04950	0	0	0	1	0	0
K04954	0	0	0	1	2	0
K04955	0	0	0	1	0	0
K04956	0	0	0	1	0	0
K04957	0	0	0	1	0	0
K04958	2	0	1	1	2	0
K04959	2	0	1	1	2	0
K04960	1	0	1	1	2	0
K04961	0	1	2	0	1	0
K04962	0	1	1	0	1	0
K04963	0	1	2	0	1	0
K04976	0	0	0	0	1	0
K04977	0	0	0	0	2	0
K04978	0	0	0	0	2	0
K04986	0	0	0	1	0	0
K05012	1	0	1	0	0	0
K05013	1	0	0	0	0	0
K05014	1	0	0	0	0	0
K05015	0	1	0	0	2	1
K05016	0	1	0	1	3	2
K05020	0	0	1	3	0	0
K05034	2	1	1	2	0	2
K05035	0	0	0	1	0	0
K05036	0	0	0	1	0	0
K05037	0	1	0	2	0	1
K05038	1	1	0	2	0	3
K05039	1	0	1	0	0	3
K05040	2	1	2	3	0	3
K05041	0	0	0	1	0	2
K05042	1	0	0	2	0	2
K05044	1	1	0	0	0	1
K05045	0	1	0	0	0	2
K05046	1	1	0	0	0	2
K05048	0	1	0	0	0	0
K05056	0	1	0	1	0	2
K05084	1	0	1	0	0	0
K05085	0	0	1	0	0	0
K05086	0	0	0	0	1	0
K05087	0	0	0	1	1	0
K05088	0	1	0	1	1	0
K05089	1	0	1	1	0	0
K05091	1	0	0	0	0	0
K05092	0	0	0	0	1	0
K05093	1	0	1	1	1	0
K05094	1	0	1	0	1	0
K05095	1	1	1	0	0	0
K05096	1	0	1	0	1	0
K05098	0	0	2	1	1	0
K05099	0	0	0	0	1	0
K05102	0	1	0	0	0	1
K05103	0	1	0	0	0	1
K05104	0	0	0	0	0	1
K05105	0	0	0	0	0	1
K05106	0	0	0	0	0	1
K05107	0	0	0	0	0	1
K05108	0	1	0	0	0	0
K05109	0	0	0	0	0	1
K05110	0	0	0	0	0	2
K05111	0	0	0	0	0	1
K05112	0	0	0	0	0	1
K05113	0	0	0	0	0	1
K05114	0	1	0	0	0	1
K05118	0	0	0	0	1	0
K05119	0	0	0	0	2	0
K05120	1	0	0	0	1	0
K05121	0	0	0	1	1	0
K05124	1	0	0	0	0	0
K05125	1	0	0	0	0	0
K05126	1	0	1	1	0	0
K05197	0	2	0	0	0	0
K05198	0	2	0	0	0	0
K05199	0	2	0	0	0	0
K05200	0	2	0	0	0	0
K05201	0	2	0	1	0	0
K05202	0	2	0	0	0	0
K05203	0	2	0	1	0	0
K05204	0	1	0	1	0	0
K05205	0	1	0	1	0	0
K05208	0	0	0	1	0	0
K05236	2	1	1	2	1	1
K05270	0	0	0	0	1	0
K05271	0	0	1	0	0	0
K05283	0	0	1	0	0	0
K05284	1	0	1	0	0	0
K05285	0	0	1	0	0	0
K05287	2	0	0	1	0	0
K05288	0	0	0	0	0	1
K05292	0	0	0	0	1	0
K05297	1	0	0	0	0	0
K05298	0	0	0	1	0	0
K05301	0	0	0	1	0	1
K05305	0	0	1	1	0	1
K05312	2	2	2	1	0	0
K05313	0	3	1	1	0	0
K05315	0	2	0	1	0	0
K05316	0	1	0	0	0	0
K05318	0	0	0	1	0	0
K05319	0	0	0	1	0	0
K05320	1	1	0	0	1	0
K05322	1	0	0	1	0	0
K05324	1	1	1	1	0	0
K05326	1	0	0	2	0	0
K05327	0	2	3	0	1	0
K05328	0	1	0	1	0	0
